simple_sentence,truth_value
"Senators want to know if Russia can use cryptocurrencies to skirt sanctions .. Four Democrats have asked Treasury officials to explain how they ’ re overseeing digital assets Russia is largely frozen out of traditional commerce. . .
",meter-true
"Anxiety Grows in Odessa as Russians Advance in Southern Ukraine.Residents of Odessa  Ukraine ’ s critical port on the Black Sea  are bracing as Russian naval ground forces approach . Residents of Odessa  Ukraine ’ s critical port on the Black Sea  are bracing as naval ground forces approach . “Every day they make it seem like today is the day,” the mayor said..
",meter-true
"The World Is Awash in Plastic.Nations Plan a Treaty to Fix That..The new pact would be legally binding . The new pact could go beyond cleaning up plastic waste to curbs on future production . .
",meter-true
"Before Invasion, Ukraine’s Lithium Wealth Was Drawing Global Attention.Chinese investors had been lining up to explore for lithium  a metal that is critical to batteries ’ s transition to clean energy . Chinese investors had been lining up to explore for lithium  a metal that is critical to the world ’ s transition to clean energy . Australian investors had been lining up to explore for lithium  a metal that is critical to batteries ’ s transition to clean energy . Australian investors had been lining up to explore for lithium  a metal that is critical to the world ’ s transition to clean energy . .
",meter-true
"Chelsea Is for Sale, Its Russian Owner Says.As British lawmakers take aim at wealthy Russians, Roman Abramovich confirmed he was seeking to sell the Premier League team he has owned since 2003. .
",meter-true
"The E.U.is expected to grant blanket protection to Ukrainian refugees..Under the measure  refugees would be granted the right to live  study work across the 27-member bloc for up to three years . Under would apply to all Ukrainian nationals  refugees would be granted the right to live  study work across the 27-member bloc for up to three years . .
",meter-true
"Stop-Start Schooling.The hidden costs of Omicron’s classroom closures..
",meter-true
"Putin ’ s Maestro  . Putin ’ the Limits of Cultural Exchange in Wartime . The Russian conductor Valery Gergiev have lost engagements once again . The Russian conductor Valery Gergiev have lost  of their ties to Putin  once again . The Russian conductor Valery Gergiev have lost as geopolitics music collide once again . The diva Anna Netrebko have lost engagements once again . The diva Anna Netrebko have lost  of their ties to Putin  once again . The diva Anna Netrebko have lost as geopolitics music collide once again . .
",meter-true
"Should Tech Stay  Go in Russia . Should Tech Stay  ? . Tech companies seem eager to support Ukraine . Tech companies seem eager to support how best to do that isn ’ t as clear . .
",meter-true
"Different Views of Biden’s State of the Union Address.Contrasting reactions to the president’s remarks about Ukraine.Also : Russians transgender kids . Also : Russian Americans ; the Swiss freeze of Russian assets ; transgender kids . .
",meter-true
"China Asked Russia to Delay Ukraine War Until After Olympics, U.S. Officials Say.A Western intelligence report indicates  that Chinese officials had  some level of direct knowledge about President Vladimir V. Putin ’ s war plans intentions . .
",meter-true
"15,000 Are Sheltering in Kyiv’s Subway.People sleep three to a mattress plastic food bags litter the scene. People sleep three to mattress plastic food bags litter the scene. People sleep four to a mattress plastic food bags litter the scene. People sleep four to mattress plastic food bags litter the scene. Mothers search endlessly on their phones for news of the war. . .
",meter-true
"Your Thursday Briefing: Russia Seizes Kherson.A strategically important city falls..
",meter-true
"War Abroad. Politics at Home Push U.S . Climate Action Aside.Climate change, a central part of Biden’s agenda, was barely mentioned in the State of the Union.And Europe is confronting its heavy reliance on Russian gas..
",meter-true
"The U.N. General Assembly passes a resolution strongly condemning Russia’s invasion..The four-page document calls for an immediate halt to the conflict . The four-page document urges diplomatic negotiations for a peaceful resolution . The four-page document says Russia ’ s territorial gain through force will not be recognized . .
",meter-true
"The U.S. extends technology restrictions to Belarus The U.S. extends technology restrictions to the Russian oil industry .. The Biden administration said the measures would degrade the ability to wage war on Ukraine . The Biden administration would prevent Belarus from channeling forbidden goods to Russia . .
",meter-true
"Reports of civilian casualties rise in Ukraine  tolls diverged . Exact counts remain uncertain .. As is often the case in war zones  tolls diverged . It was not immediately possible for The New York Times to provide an independent estimate..
",meter-true
"A War the Kremlin Tried to Disguise Becomes a Hard Reality for Russians.Moscow posted  a death toll from its attack on Ukraine for the first time. Russians are now grappling with the fact that their country is fighting a deadly conflict. Long avoided politics are now grappling with the fact that their country is fighting a deadly conflict. . .
",meter-true
"Four Times Opinion Writers on War in Ukraine: ‘It Is Very Clear Putin Has No Plan B’.Lulu Garcia-Navarro discuss what could come next in Ukraine . Thomas Friedman discuss what could come next in Ukraine . Ross Douthat discuss what could come next in Ukraine . Yara Bayoumy discuss what could come next in Ukraine . .
",meter-true
"Vladimir Potanin, Russian Oligarch, Steps Down as Guggenheim Trustee.Mr. Potanin  one of the richest men in Russia  is the latest oligarch affected by widening outrage over the war in Ukraine . Mr. Potanin  one of a Guggenheim Museum donor for decades  is the latest oligarch affected by widening outrage over the war in Ukraine . .
",meter-true
"Putin Is Brandishing the Nuclear Option.How Serious Is the Threat?.The Russian president has ordered his nuclear forces into a higher state of alert — the first time the Kremlin has done so since 1991. .
",meter-true
"Your Wednesday Evening Briefing.Here’s what you need to know at the end of the day..
",meter-true
"High-speed trains departing Russia for Finland are packed .. Once starved for passengers  the trains are now full . Negotiations are underway between state-owned Finnish rail companies to increase the service. Negotiations are underway between Russian rail companies to increase the service. . .
",meter-true
"Justice Dept.Announces Task Force to Go After Russian Oligarchs.The task force adds to the raft of actions that Western leaders have taken in recent days in an effort to undercut Vladimir V. Putin elite in Russia . The task force adds to the raft of actions that Western leaders have taken in recent days in an effort to undercut the politically connected elite in Russia . .
",meter-true
"Russia Captures Its First City.The fall of Kherson came as Russian forces advanced in the south..
",meter-true
