claim,truth_value,topic,year_of_publish
"When Joe Biden’s son Hunter was serving as ""a director to Ukraine’s largest private gas producer,"" the elder Biden ""threatened to withhold $1 BILLION in U.S. aid to Ukraine if they didn’t fire a prosecutor looking into"" the gas company.",meter-half-true,russia,2019
"""You've got millions of families paying 40, 50, 60% of their limited incomes to put a roof over their heads.""",meter-true,russia,2019
"The Russia investigation ""was a coup. This was an attempted overthrow of the United States government.""",tom_ruling_pof,russia,2019
"Russia’s interference in the 2016 election amounted to ""a couple of Facebook ads.""",tom_ruling_pof,russia,2019
"""The White House fully cooperated with the Special Counsel’s investigation.""",meter-false,russia,2019
"Says Jimmy Carter was the last ""U.S. president to say flat out those (Israeli) settlements are illegal.""",meter-half-true,russia,2019
A photo shows Muslims laughing in front of a burning Notre Dame.,tom_ruling_pof,russia,2019
The Mueller report was leaked.,tom_ruling_pof,russia,2019
"Says Donna Brazile is a ""criminal.""",meter-false,russia,2019
"""The FBI said (former national security adviser Michael Flynn) wasn't lying.""",meter-false,russia,2019
"""We could build 30 walls with the $150 billion Obama gave to Iran.""",meter-false,russia,2019
"Says Paul Manafort’s sentencing judge, Amy Berman Jackson, ""conceded that there was absolutely no evidence of any Russian collusion in this case. So that makes two courts. Two courts have ruled no evidence of any collusion with any Russians.""",tom_ruling_pof,russia,2019
"""#MichaelCohen: Convicted of lying to Congress re: Russia investigation … #ElliottAbrams: Convicted of lying to Congress re: arming Contra death squads""",meter-mostly-true,russia,2019
"""CNN uses the same girl in 3 different Refugee Crisis pictures being saved by 3 different men.""",meter-false,russia,2019
"Says Mitch McConnell's ""biggest donor"" is a ""Russian oligarch that the GOP just lifted sanctions on.""",meter-false,russia,2019
"""The Dems and their committees are going ‘nuts.’ The Republicans never did this to President Obama.""",meter-mostly-false,russia,2019
"Say that former Clinton Foundation CEO Eric Braverman ""has been missing for 70+ days.""",tom_ruling_pof,russia,2019
"Says the Trump administration has ""a scheme to try to take (Oleg Deripaska’s) ownership level down from 70 percent to roughly 40, 45"" so that the Russian company is no longer subject to sanctions.",meter-half-true,russia,2019
"""The reason Russia was in Afghanistan was because terrorists were going into Russia.""",tom_ruling_pof,russia,2019
"""Russia, Iran, Syria & many others are not happy"" about U.S. troops leaving Syria.",meter-false,russia,2018
"Says ""Cost of Mueller’s investigation: $3,200,000; Benghazi ""investigation"": $7,000,000; Trump’s golfing trips: $83,000,000; New debt from Republican tax bill: $1,500,000,000,000.""",meter-half-true,russia,2018
"Says 19,000 text messages exchanged between former FBI officials that were ""purposely and illegally deleted ... would have explained (the special counsel investigation) hoax.""",tom_ruling_pof,russia,2018
"Says Hillary Clinton sold 20 percent of America’s uranium to Russia and then ""the Russian government gave $145 million to the Clinton Foundation."" Former FBI Director and special counsel Robert Mueller ""delivered it.""",meter-mostly-false,russia,2018
"""Red trees are significant to the early Christian church. In eastern Europe, the church would dye the trees red to symbolize the blood of Jesus & the resurrection.""",meter-false,russia,2018
"""There’s bipartisan consensus that (Matthew Whitaker’s) appointment violates the Appointments Clause of the Constitution.""",meter-false,russia,2018
"Just before Thanksgiving, oil was $54 a barrel, down from $82. ""Thank you to Saudi Arabia.""",meter-half-true,russia,2018
"""Broward County deputy says civil rights attorneys were handing out absentee ballots to inmates AFTER ELECTION?""",meter-false,russia,2018
"""If a statue of a person in the park on a horse has both front legs in the air, the person died in battle. If the horse has one front leg in the air, the person died as a result of wounds received in battle. If the horse has all four legs on the ground, the person died of natural causes.""",tom_ruling_pof,russia,2018
"""I have no financial interests in Saudi Arabia.""",meter-half-true,russia,2018
"A letter to President Donald Trump from 22 senators ""is a way of saying to the president, ‘You are now under an affirmative requirement, legal requirement, to investigate' "" journalist Jamal Khashoggi’s disappearance and suspected murder.",meter-mostly-true,russia,2018
"Says U.S. Rep. Mimi Walters ""votes with Donald Trump 99 percent of the time.""",meter-mostly-true,russia,2018
"""The United States is now the No. 1 energy producer in the world. That happened just recently.""",meter-half-true,russia,2018
"John Kerry is ""now working on the behalf of foreign terrorist governments.""",meter-false,russia,2018
"""Kavanaugh accuser’s brother’s firm linked to Fusion GPS.""",tom_ruling_pof,russia,2018
"""Bruce Ohr's wife, Nellie Ohr, worked for Fusion GPS – which was the firm hired by the Clinton campaign to write the dossier. Bruce Ohr gave the dossier to the FBI. The FBI then used the same dossier to spy on the Trump campaign.""",meter-half-true,russia,2018
"""It is only under President Trump that we have become the largest producer of oil and gas resources.""",meter-false,russia,2018
"The Trump campaign ""didn’t know"" that Natalia Veselnitskaya ""was a representative of the Russian government. ... I don't even know if they knew she was Russian at the time.""",tom_ruling_pof,russia,2018
"China has ""not acted so well with our elections. They’ve tampered with our elections quite a bit.""",meter-false,russia,2018
"""James Clapper Flips On Live TV, Admits Obama Behind Entire Russia Witch Hunt! (Video)""",meter-false,russia,2018
"""Collusion is not a crime.""",meter-mostly-false,russia,2018
"Says Beto O’Rourke is ""the only candidate to the U.S. Senate to call for"" impeaching President Donald Trump.",meter-false,russia,2018
"Says Deputy Attorney General Rod Rosenstein announced in February that ""the Russia collusion investigation is over.""",meter-false,russia,2018
Says FBI agent Peter Strzok’s hearing confirmed Republican Congressman Jim Jordan’s theory about how the Justice Department got the Steele dossier.,meter-false,russia,2018
"Says the Steele dossier ""was responsible for starting"" Special Counsel Robert Mueller’s investigation into links between the Trump campaign and Russia.",meter-false,russia,2018
"""Lisa Page squeals: DNC server was not hacked by Russians.""",tom_ruling_pof,russia,2018
"Says John Brennan ""was a member of the Communist Party during the Cold War.""",meter-mostly-false,russia,2018
"""In 2016, when Hillary Clinton appeared to have a firm lead in the polls — oh, just before the election, it was President Obama who laughed off any notion that American elections could possibly be tampered with.""",meter-mostly-false,russia,2018
"""The servers of the Pakistani gentleman that worked on the DNC"" are ""missing.""",meter-false,russia,2018
"Says associates of financier Bill Browder ""sent a huge amount of money, over $400 million, as a contribution to the campaign of Hillary Clinton.""",tom_ruling_pof,russia,2018
"""The Russian state has never interfered ... into internal American affairs including election process.""",tom_ruling_pof,russia,2018
"European allies ""pay us $2.5 billion a year to keep our forces there. It would cost us more money to bring the troops home than to keep them in Europe.""",meter-half-true,russia,2018
"Says Bernie Sanders was indifferent to Russia's annexation of Crimea because he felt ""they have a lot of Russians anyway.""",meter-false,russia,2018
"""Justice Kennedy quit because he and his son helped Trump launder illegal Russian money through Deutsche Bank.""",meter-false,russia,2018
"The Iran deal ""handed billions of dollars of cash on cargo planes, sent it to a state sponsor of terror, and Tammy Baldwin was one of the first U.S. senators to get on board and support that.""",meter-mostly-false,russia,2018
"""Twitter caught leaking Donald Trump’s private messages in undercover sting.""",meter-false,russia,2018
"""Busted: Obama is holding secret meetings to overtake the White House""",meter-mostly-false,russia,2018
"Say President Donald Trump ""dictated a short but accurate response to the New York Times article"" about the Trump Tower meeting with Russians.",meter-mostly-false,russia,2018
"North Korea's history of international negotiations shows ""they'll take the concessions, they'll keep them in their pocket and then they won't deliver.""",meter-half-true,russia,2018
"Says ""Obama paid FBI informant over $1 million to do it to Trump.""",meter-false,russia,2018
"""USA: Mysterious Nazi submarine from WWII discovered in Great Lakes!""",tom_ruling_pof,russia,2018
"""Jeff Sessions Caught Colluding with Obama""",tom_ruling_pof,russia,2018
"""CNN to permanently close its doors as ratings plunge 30 percent.""",meter-false,russia,2018
"Says James Clapper said ""that the FBI was spying on (Trump's) campaign.""",meter-false,russia,2018
"The Mueller investigation is ""soon to be $20,000,000.""",meter-half-true,russia,2018
"""Official: Rudy Giuliani officially resigns, Trump’s legal team on it's last leg.""",meter-false,russia,2018
"The nuclear deal gave Iran ""$150 billion, giving $1.8 billion in cash — in actual cash carried out in barrels and in boxes from airplanes.""",meter-half-true,russia,2018
"Says of disclosing his $20,000 speech about Syria, ""there was no hiding. I released it.""",meter-half-true,russia,2018
"""Denzel Washington: With Trump we avoided war with Russia and Orwellian Police State""",tom_ruling_pof,russia,2018
"""We’ve spent more money on the military than the next 12 nations combined.""",meter-mostly-true,russia,2018
