idx,claim,origin,URL,truth_value,stated_on,topic
843,"After Russia invaded Ukraine, Google Maps “opened all military and strategic facilities in Russia.”",TikTok posts,https://www.politifact.com/factchecks/2022/apr/20/facebook-posts/google-maps-did-not-change-blurring-settings-revea/,meter-false,"April 18, 2022",russia-ukriane
844,A photo shows students in Lviv celebrating Adolf Hitler’s birthday.,TikTok posts,https://www.politifact.com/factchecks/2022/apr/20/tweets/no-isnt-picture-ukrainian-students-celebrating-hit/,tom_ruling_pof,"April 20, 2022",russia-ukriane
845,"Vladimir Putin “released 35,000 children from tunnels and subway in Ukraine.”",TikTok posts,https://www.politifact.com/factchecks/2022/apr/20/facebook-posts/no-putin-didnt-free-35000-children-ukraine/,tom_ruling_pof,"April 16, 2022",russia-ukriane
846,"“While the initial increase in oil prices resulted in a near instantaneous increase in gas prices for consumers, the subsequent decrease in crude oil prices has failed to meaningfully provide relief for Georgia's families at the pump.”",Raphael Warnock,https://www.politifact.com/factchecks/2022/apr/20/raphael-warnock/fact-checking-warnocks-statement-drop-oil-prices-d/,meter-mostly-true,"April 05, 2022",russia-ukriane
847,"Vladimir Putin “ended the Rothschild's control over Russia by nationalizing the Russian centralized bank.""",Raphael Warnock,https://www.politifact.com/factchecks/2022/apr/20/facebook-posts/putin-did-not-nationalize-russian-central-bank-and/,meter-false,"March 14, 2018",russia-ukriane
848,"Joe Biden's spending “has sent prices skyrocketing.""",Raphael Warnock,https://www.politifact.com/factchecks/2022/apr/20/jane-timken/bidens-american-rescue-plan-fueled-inflation-so-di/,meter-half-true,"April 13, 2022",russia-ukriane
849,CNN tweeted about “brave children” in Ukraine signing up to fight Russia.,Raphael Warnock,https://www.politifact.com/factchecks/2022/apr/19/instagram-posts/cnn-did-not-tweet-about-children-ukraine-signing-f/,tom_ruling_pof,"April 15, 2022",russia-ukriane
850,March 2022 moon crash was orchestrated by the government and visible from Earth.,Raphael Warnock,https://www.politifact.com/factchecks/2022/apr/18/facebook-posts/no-evidence-rocket-crash-was-intentional-and-it-wa/,meter-false,"April 11, 2022",russia-ukriane
851,Ukraine was responsible for the Kramatorsk train station bombing.,Facebook posts,https://www.politifact.com/factchecks/2022/apr/18/facebook-posts/no-evidence-ukraine-attacked-train-station-one-its/,meter-false,"April 13, 2022",russia-ukriane
852,Fuel containing 15% ethanol will ruin a car engine.,Facebook posts,https://www.politifact.com/factchecks/2022/apr/18/facebook-posts/e15-fuel-does-not-pose-danger-vast-majority-vehicl/,meter-mostly-false,"April 12, 2022",russia-ukriane
853,Joe Biden’s comments prove that food shortages are being “done deliberately by the governments of the world.”,Facebook posts,https://www.politifact.com/factchecks/2022/apr/18/viral-image/no-bidens-comments-dont-prove-governments-are-orch/,meter-false,"March 26, 2022",russia-ukriane
854,Sen. Marsha Blackburn made a white power symbol at Ketanji Brown Jackson.,Facebook posts,https://www.politifact.com/factchecks/2022/apr/13/tweets/no-sen-marsha-blackburn-didnt-make-white-power-sym/,meter-false,"April 07, 2022",russia-ukriane
855,Ukraine is the “money laundering and child sex trafficking capital of the world!”,Facebook posts,https://www.politifact.com/factchecks/2022/apr/12/viral-image/no-ukraine-isnt-money-laundering-or-child-sex-traf/,meter-false,"April 07, 2022",russia-ukriane
856,Poland palace that Biden visited is fake.,Facebook posts,https://www.politifact.com/factchecks/2022/apr/12/facebook-posts/no-bidens-trip-poland-wasnt-staged/,meter-false,"April 06, 2022",russia-ukriane
857,“Mike Lee advised Trump's legal challenges to overturn our election” and “was one of only two senators who was in on the scheme.”,Facebook posts,https://www.politifact.com/factchecks/2022/apr/11/evan-mcmullin/attack-ad-sen-mike-lee-advising-trump-2020-electio/,meter-half-true,"April 01, 2022",russia-ukriane
858,Photo of injured Ukrainian woman was from 2018 Russia gas explosion.,Facebook posts,https://www.politifact.com/factchecks/2022/apr/07/instagram-posts/iconic-photo-ukraine-war-not-russia-gas-explosion/,meter-false,"February 27, 2022",russia-ukriane
859,"Says Tucker Carlson said, “What if these bodies of tortured, dead civilians were staged? What if they’re fake? What if the Ukrainian military killed them & then blamed Russia? I’m not saying any of this is true, I’m just asking the questions. Why can’t we ask these questions?”",Facebook posts,https://www.politifact.com/factchecks/2022/apr/07/tweets/no-tucker-carlson-didnt-say-about-ukraine-staging-/,meter-false,"April 04, 2022",russia-ukriane
860,The FBI lost Hunter Biden’s laptop.,Facebook posts,https://www.politifact.com/factchecks/2022/apr/06/donald-trump-jr/fbi-lost-hunter-bidens-laptop-theres-no-evidence/,meter-false,"April 04, 2022",russia-ukriane
861,"Says Barack Obama tweeted, “Has anyone checked to make sure Donald Trump doesn’t have a Russian birth certificate?”",Facebook posts,https://www.politifact.com/factchecks/2022/apr/05/facebook-posts/no-obama-didnt-tweet-trump-might-have-russian-birt/,meter-false,"April 02, 2022",russia-ukriane
862,“The Russian army captured the U.S Major General Roger L. Cloutier Jr. … in the besieged Ukrainian Azov camp in Mariupol.”,Facebook posts,https://www.politifact.com/factchecks/2022/apr/05/tweets/no-nato-allied-land-command-leader-wasnt-captured-/,meter-false,"April 04, 2022",russia-ukriane
863,"A video taken from a car driving through Bucha, Ukraine, shows a corpse “moving his arm,” and then “in the rear view mirror the ‘corpse’ sits down.”",Facebook posts,https://www.politifact.com/factchecks/2022/apr/04/russian-ministry-defense/russia-pushes-false-crisis-actor-claims-about-vide/,meter-false,"April 03, 2022",russia-ukriane
864,"Says Mike Gibbons said ""military service doesn't count as real work.""",Facebook posts,https://www.politifact.com/factchecks/2022/apr/01/josh-mandel/ohio-us-senate-race-mandel-falsely-claimed-gibbons/,meter-false,"March 26, 2022",russia-ukriane
865,"Says Gov. Tony Evers ""tried to make us pay even more at the pump by hiking the gas tax.""",Facebook posts,https://www.politifact.com/factchecks/2022/apr/01/wisconsin-manufacturers-and-commerce/ad-claiming-evers-tried-make-us-pay-even-more-pump/,meter-half-true,"March 07, 2022",russia-ukriane
866,The Strategic Petroleum Reserve has “been mostly empty” for decades.,Donald Trump,https://www.politifact.com/factchecks/2022/apr/01/donald-trump/donald-trump-wrong-strategic-petroleum-reserve-has/,meter-false,"March 31, 2022",russia-ukriane
867,"“You go to a store, they don’t have bread.”",Donald Trump,https://www.politifact.com/factchecks/2022/mar/30/donald-trump/donald-trump-says-stores-dont-have-bread-they-do/,meter-false,"March 29, 2022",russia-ukriane
868,"“Gas prices have been going up since the president’s first day in office, starting with his move to shut down the Keystone XL pipeline.”",Donald Trump,https://www.politifact.com/factchecks/2022/mar/30/joni-ernst/ernst-says-gas-prices-are-rising-under-biden-they-/,meter-half-true,"March 19, 2022",russia-ukriane
869,"“The Space Foundation has erased the honors previously bestowed on Yuri Gagarin, the first man to ever be in space. His name was stripped ‘in light of current events.’”",Donald Trump,https://www.politifact.com/factchecks/2022/mar/29/facebook-posts/space-foundation-didnt-revoke-honors-russian-cosmo/,meter-mostly-false,"March 20, 2022",russia-ukriane
870,Putin beheaded bioweapon engineers in Ukraine.,Donald Trump,https://www.politifact.com/factchecks/2022/mar/29/facebook-posts/claim-putin-beheaded-bioweapon-engineers-called-tr/,tom_ruling_pof,"March 23, 2022",russia-ukriane
871,Gas prices are high “due to the Democrats’ war on fossil fuels.”,Ron Johnson,https://www.politifact.com/factchecks/2022/mar/29/ron-johnson/no-democrats-arent-responsible-rising-gas-prices/,meter-mostly-false,"March 18, 2022",russia-ukriane
872,The United Nations sent out an email instructing staff not to use the words “invasion” or “war’” when referring to Ukraine.,Ron Johnson,https://www.politifact.com/factchecks/2022/mar/28/facebook-posts/claim-un-told-staff-not-use-war-invasion-describe-/,meter-half-true,"March 17, 2022",russia-ukriane
873,A video shows Ukraine President Volodymyr Zelenskyy singing “Imagine” by John Lennon.,Ron Johnson,https://www.politifact.com/factchecks/2022/mar/28/youtube-videos/does-video-show-zelenskyy-singing-imagine-john-len/,meter-false,"March 19, 2022",russia-ukriane
874,"CNN staged a fire in Edmonton, Canada, and claimed it was filmed in Ukraine.",Ron Johnson,https://www.politifact.com/factchecks/2022/mar/28/viral-image/no-edmonton-jacket-isnt-proof-cnn-staged-fire-part/,meter-false,"March 28, 2022",russia-ukriane
875,“The Simpsons” predicted Russia’s invasion of Ukraine.,Ron Johnson,https://www.politifact.com/factchecks/2022/mar/25/viral-image/no-simpsons-did-not-predict-russias-invasion-ukrai/,meter-false,"March 05, 2022",russia-ukriane
876,CNN tweeted a picture of a Serbian resort and said it was in Ukraine.,Viral image,https://www.politifact.com/factchecks/2022/mar/25/viral-image/supposed-cnn-tweet-about-hotel-altered/,meter-false,"March 21, 2022",russia-ukriane
877,"""Documents were published confirming Moderna created the COVID-19 Virus.”",Viral image,https://www.politifact.com/factchecks/2022/mar/24/blog-posting/no-study-doesnt-prove-moderna-created-covid-19/,meter-false,"March 14, 2022",russia-ukriane
878,Judge Ketanji Brown Jackson called former President George W. Bush and former Defense Secretary Donald Rumsfeld as “war criminals in a legal filing.”,Viral image,https://www.politifact.com/factchecks/2022/mar/24/john-cornyn/ketanji-brown-jackson-didnt-call-bush-rumsfeld-war/,meter-half-true,"March 22, 2022",russia-ukriane
879,Video shows “Russian soldiers using weapons that have been in a cupboard since Soviet times.”,Viral image,https://www.politifact.com/factchecks/2022/mar/23/facebook-posts/video-appears-show-kenyan-soldiers-not-russians/,meter-false,"March 13, 2022",russia-ukriane
880,"The Russian airstrike on a maternity hospital in Mariupol, Ukraine, had “the makings of yet another false flag operation” led by the U.S.",Viral image,https://www.politifact.com/factchecks/2022/mar/22/pearson-sharp/one-america-news-runs-conspiratorial-segment-claim/,tom_ruling_pof,"March 11, 2022",russia-ukriane
881,"“In April 1997, there was a ‘gas out’ conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight.”",Facebook posts,https://www.politifact.com/factchecks/2022/mar/22/facebook-posts/single-day-gasoline-boycott-isnt-silver-bullet-sol/,tom_ruling_pof,"March 17, 2022",russia-ukriane
882,“Ukraine has been shooting residents of Donetsk and Lugansk just because they wanted to speak Russian.”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/22/facebook-posts/no-evidence-support-claims-ukraine-killing-people-/,meter-false,"March 20, 2022",russia-ukriane
883,Photos show “Ukrainian farmers are slowly starting to build their own army.”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/21/facebook-posts/facebook-post-uses-edited-images-ukrainian-farmers/,meter-false,"March 16, 2022",russia-ukriane
884,Russian President Vladimir Putin “was assassinated.”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/21/blog-posting/clickbait-headline-about-vladimir-putins-supposed-/,tom_ruling_pof,"March 19, 2022",russia-ukriane
885,"“Just a reminder that right before Ukraine was invaded, Hillary was found to be guilty of spying on a sitting U.S. president.”",Facebook posts,https://www.politifact.com/factchecks/2022/mar/18/facebook-posts/facebook-post-rehashes-false-claim-hillary-clinton/,meter-false,"March 14, 2022",russia-ukriane
886,“Putin Vows to ‘Crush’ Child Traffickers in Ukraine”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/18/facebook-posts/there-no-evidence-putin-invaded-ukraine-fight-chil/,meter-false,"March 02, 2022",russia-ukriane
887,"A photo shows ""NATO resupplying Ukrainian farmers anti-tank supplies.""",Facebook posts,https://www.politifact.com/factchecks/2022/mar/18/facebook-posts/viral-image-helicopter-lifting-tractor-does-not-sh/,meter-false,"March 10, 2022",russia-ukriane
888,"""What is happening here is not so different from what we're seeing happening in Russia, where you have got state TV and controlled messaging across the board.""",Facebook posts,https://www.politifact.com/factchecks/2022/mar/18/tulsi-gabbard/tulsi-gabbard-falsely-claims-us-not-so-different-r/,tom_ruling_pof,"March 15, 2022",russia-ukriane
889,“A West Virginia inspection sticker on an Uber” proves the car was not in Ukraine.,Facebook posts,https://www.politifact.com/factchecks/2022/mar/17/facebook-posts/news-video-shot-car-was-filmed-ukraine-not-west-vi/,meter-false,"March 13, 2022",russia-ukriane
890,"A recent on-air protest can’t be real because ""there are no live on air television broadcasts in Russia. None. Ever.”",Facebook posts,https://www.politifact.com/factchecks/2022/mar/17/facebook-posts/news-and-other-programs-are-broadcast-live-russian/,meter-false,"March 15, 2022",russia-ukriane
891,A video shows current “leaked footage of heavy war between Russia vs Ukraine”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/17/facebook-posts/video-not-current-its-footage-2014-and-2015/,meter-false,"March 15, 2022",russia-ukriane
892,Comparing the price of oil and gas in June 2008 to March 2022 shows that oil companies are “price gouging.”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/17/facebook-posts/persistent-high-gas-prices-dont-prove-price-gougin/,meter-false,"March 14, 2022",russia-ukriane
