,claim
4922,"""We’ve cut taxes 75 times, cut $7.5 billion worth in taxes, and as a result we’ve added over 1.3 million jobs."""
4923,"""FBI Uniform Crime Report for 2016 shows more than four times as many people were stabbed to death than were killed with rifles of any kind."""
4926,"""In 2010, 48,000 felons and fugitives lied and illegally tried to purchase guns. They [The Obama administration] prosecuted only 44 of them."""
4928,"""Part of this omnibus gun bill that year (was) legalizing machine guns in the state of Missouri."""
4931,"""The Obama administration approved the sale of bump fire stocks on at least two occasions."""
4932,"""White men have committed more mass shootings than any other group."""
4933,"In Wisconsin, ""we have a bill that would allow hidden, deadly weapons -- every single person to carry one -- no training, no background check, even around schools."""
4937,"""We're flying 1987 planes with 1987 technology."""
4940,"""United Nations Resolution is the single largest economic sanctions package ever on North Korea. Over one billion dollars in cost to N.K."""
4943,"Says Adam Putnam ""was for amnesty."""
4945,"""Cuba is far more sanctioned than North Korea."""
4947,"""Nearly $2 billion in cash was flown over to Iran, money that the Obama administration has admitted is being used for terrorists and to support further activities there."""
4948,"""I’m proud to say that under my administration, as you just heard, we will be building the first new heavy icebreakers the United States has seen in over 40 years."""
4952,"""The pace of missile development between (Kim Jong Il and Kim Jong Un) has increased the testing about twenty-fold."""
4953,"With North Korea, ""nobody has ever seen such a positive response on our behalf from China."""
4954,"Says the University of South Florida invests in oil companies like BP, tobacco companies, weapons manufacturers and private prisons."
4955,"""We have counties where there have been one arrest under the SAFE Act. It indicates there's not a whole lot of interest in enforcing this in our upstate counties."""
4957,"""Most of these mass shootings take place in (areas) where you're not allowed to have a concealed weapons permit."""
4958,"In the ""past few weeks,"" President Donald Trump pointed out ""Iranian violations on ballistic missile tests. By the way, these ballistic missiles are inscribed in Hebrew, ‘Israel must be destroyed.’ """
4959,"""Over 39% of violent criminals return to prison following their release."""
4963,"California has seen a ""56 percent decline in the gun murder rate"" since the 1990s."
4966,"Russia has ""tremendous numbers of nuclear warheads — 1,800, by the way — where they expanded, and we didn't."""
4967,"""What the District of Columbia was trying to do (with its handgun ban) was to protect toddlers from guns."""
4969,"Says Deborah Ross ""supports the Iran nuclear deal and the ransom it paid for hostages."""
4970,"Donald Trump has said ""nuclear proliferation is OK."""
4971,"""You would receive a citation for taking a dildo to class"" at the University of Texas."
4973,"""In the state legislature, I supported Second Amendment rights."""
4982,"Says Hillary Clinton ""is the one that labeled African-American youth as ‘superpredators.’"""
4987,"Says Barack Obama and Hillary Clinton are ""responsible for leading America into a deal that will arm Iran."""
4989,"""We put a lid on Iran's nuclear program without firing a single shot."""
4995,"""Illegal tobacco sales, price driven too high, has been connected to at least several cases of funding terrorism against us in multi-year investigations over the last decade and a half."""
4999,"""People have a constitutional right to have semiautomatic rifles."""
5000,"""If Question 1 were to pass here in Nevada, we would have more restrictive gun laws here in Nevada dealing with the transfer of firearms than they do in California."""
5002,"Last year, ""244 suspected terrorists walked into gun shops and attempted to purchase a firearm; 223 were able to get the firearm."""
5004,"""More than 32,000 Americans lose their lives to gun violence each year."""
5005,"""Florida doesn't regulate assault weapons or .50 caliber rifles or large-capacity ammunition magazines. It doesn't require a permit to purchase a gun. It doesn't require any registration, whatsoever."""
5007,"Florida has ""issued more than 3 million conceal carry permits in the past 30 years. Only 168 have been revoked."""
5008,"""I'm also the only lieutenant governor to not take a security detail."""
5012,"""There’s no data that says a gun-free zone has saved lives."""
5013,"Says Danny Tarkanian is ""NRA ‘F’ Rated."""
5014,"""You can absolutely get a gun if you have several felonies as long as you buy it on the Internet or at a gun show."""
5018,The rate of U.S. female homicide victims outnumbers 24 other developed countries by more than 2½ to 1.
5019,"Says Marco Rubio ""skipped 18 defense votes including one to arm the Kurds to fight ISIS."""
5020,"Says he supported the 1994 crime bill because ""there is a ban on assault weapons in that bill."""
5021,"Says Dontre Hamilton, who was killed during a confrontation with a Milwaukee police officer, was ""unarmed."""
5024,"""People think AIDS is done -- it’s not done."""
5032,"Every ""one of the mass shootings except two in America since 1950 have been"" in ""gun-free zones."""
5033,"""We spend more on our military than the next eight nations combined."""
5036,"""A violent felon can buy (a gun) over the Internet with no background check, no questions asked."""
5038,"""91% of suspected terrorists who attempted to buy guns in America walked away with the weapon they wanted."""
