,claim
4782,"""Why did the US (NIH) in 2017 give $3.7m to the Wuhan Lab in China? Such grants were prohibited in 2014. Did Pres. Obama grant an exception?"""
4783,“Pelosi was in (Wuhan) China 6 days after the impeachment HOAX failed.”
4784,Says Bill O'Reilly wrote a post claiming that the coronavirus was created as a bioweapon by the Chinese government.
4786,Says “Joe Biden wants to ban 9mm pistols.”
4787,Says a video of Joe Biden and Beto O’Rourke at a Texas Whataburger shows Biden “looking directly into the camera and promising to take away Americans’ guns if elected.”
4792,"The media “pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus."""
4793,“Corona virus: Florida man arrested for robbery using cough as a weapon.”
4794,"“The coronavirus is the common cold, folks.”"
4795,Says the 2008 book “End of Days” predicted the current coronavirus outbreak.
4799,Says the coronavirus is “a MILITARY BIO-WEAPON Developed by China's Army.”
4802,"Says the Chinese Communist Party ""will finally admit that the real source of the coronavirus is from ‘a lab in Wuhan’ linked to its covert biological weapon programs."""
4804,"Says China ""stole Coronavirus from Canada and weaponized it into a Bioweapon."""
4805,"Says Gary Peters ""supports ‘Medicare for All,’ siding with radical liberals."""
4806,"The State Capitol Police ""recommended"" banning guns at the Capitol."
4807,"Says after Australia passed a ""new law"" that forced gun owners to give up over 640,000 firearms, the country saw a dramatic increase in homicides, assaults and robberies."
4809,"""The missiles that were launched at American forces in Iraq from Iran, were funded by Barack Obama, with American tax dollars."""
4810,"U.S. and Virginia murders are ""usually gangbangers killing gangbangers."""
4813,"Says Virginia Gov. Ralph Northam said, ‘You will give up your guns, if you don’t I’ll have the National Guard cut your power, your phone lines, and your internet. Then, if you still refuse to comply I’ll have you killed.’"""
4814,"Says that four Democrats — Sheila Jackson Lee, Joe Biden, Elizabeth Warren, and Alexandria Ocasio-Cortez — made specific, suspect remarks about such topics as the Constitution, abortion and guns."
4815,"Says Virginia Gov. Ralph Northam is planning to cut off the electricity ""so Virginia residents cannot reveal what is happening once gun confiscation begins to take place."""
4817,"Says a photo shows CNN chyrons that read, ""Democrats ask, ‘Why even have a Second Amendment?'"" and ""CNN Exclusive: China cracks down on pro democracy demonstrators."""
4821,"Since Israel started training teachers with guns, ""there have only been two school shootings in 44 years and both shooters were killed by teachers."""
4822,"""Beto O’Rourke wants to confiscate guns because he can’t buy one himself due to his criminal record."""
4824,"The Odessa shooter ""had a Beto sticker on his truck."""
4827,"Says Dan McCready ""really admires socialism."""
4828,"Says a photo shows U.S. Rep. Ilhan Omar ""at a Al’ Qaida training camp in Somalia."""
4832,"""Not one Democrat called for gun control"" after a man shot at Republican lawmakers playing softball."
4835,"Says U.S. Sen. Sherrod Brown and Dayton Mayor Nan Whaley were ""totally misrepresenting what took place inside of the hospital. Their news conference after I left for El Paso was a fraud. It bore no resemblance to what took place with those incredible people that I was so lucky to meet and spend time with."""
4837,"Says Walmart is ""one of the largest sellers of assault-style weapons."""
4839,"There are ""more gun deaths by far"" in the United States than any other country in the world."
4840,"""How many people have with a concealed carry permit have committed a crime in Virginia? ...The answer is zero."""
4844,"""Remember after the shooting in Las Vegas, (President Donald Trump) said, ‘Yeah, yeah, we’re going to ban the bump stocks.’ Did he ban the bump stocks? No."""
4845,"""There has never been, ever before, an administration that’s been so open and transparent."""
4849,"Quotes Joe Biden as saying ""no ordinary American cares about constitutional rights."""
4850,"""Border guards found 52 tons of guns and ammunition in 14 Conex containers disguised as furniture. This ‘furniture’ is from Muslim immigrants who have come to America"""
4851,"Says Sen. Kamala  Harris ""introduced a bill today to forbid a police officers from drawing his/her gun without permission from their supervisor."""
4852,"""The states that have passed (campus carry laws) have seen enrollment drop significantly."""
4854,"Quotes Adolf Hitler as saying the best way to control a people is ""to take a little of their freedom at a time."""
4855,"""Now there is a new threat that we’re seeing up close: the risk of exposure to powerful drugs that can kill in even tiny amounts."""
4857,"Says Dr. Robert Gallo, the man who helped discover the HIV virus, confessed he was ""forced"" to ""create the HIV virus as a secret weapon to wipe out the African race."""
4858,"Says U.S. Rep. Alexandria Ocasio-Cortez said ""owning guns IS NOT a right, if it were a right it would be in the Constitution."""
4862,Says border patrol agent recently killed in ambush.
4863,"""Democrats let him (cop killer Luis Bracamontes) into our country,"" and ""Democrats let him stay."""
4864,"Says ""Bob Casey voted in favor of deadly sanctuary cities that released thousands upon thousands of illegal alien criminals and vicious gang members to prey on Pennsylvania streets, to prey all over this country."""
4865,"Dan McCready ""did admit he opposes middle class tax cuts."""
4867,"John Kerry is ""now working on the behalf of foreign terrorist governments."""
4868,"Says that Dianne Feinstein said, ""When the gunman realizes that nobody else is armed, he will lay down his weapons and turn himself in…. that’s just human nature."""
4869,"""Myrtle Beach man who shot at Hurricane Florence dies after bullet ricochets."" ​"
4870,"Says Beto O’Rourke voted ""against body armor for Texas sheriffs patrolling the border."""
4871,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides."""
4874,"There were ""63 murders this weekend"" in Chicago and Mayor Rahm Emanuel’s legacy is ""more murders in his city than ever before."""
4877,"Says Pete Gallego canceled a ""planned meeting with the families of Sandy Hook victims."""
4879,"""Crime in Germany is way up."""
4886,"""The #irandeal ultimately would have guaranteed Iran a nuclear bomb capable of reaching the US."""
4887,"""There are some counties in Texas where the first day of hunting, you have to shut down the schools because people are going to go hunting."""
4889,"""Democrats go full tyranny: now demand nationwide gun confiscation from law-abiding Americans ... at gunpoint, of course."""
4890,"""Breaking: Czech Republic arms citizens. You can now shoot terrorists on sight."""
4891,"""In seven years that (nuclear) deal will have expired, and Iran is free to go ahead and create nuclear weapons."""
4894,"Gavin Newsom was ""the first to take on the National Rifle Association and win."""
4896,"Says North Korea has ""agreed to denuclearization."""
4898,"After attacking Emma Gonzalez, U.S. Rep. Steve King is ""facing arrest."""
4899,"""It begins: Florida police now confiscating guns from people with no due process."""
4900,"Many March for Our Lives speakers called for ""the murder of those who would not turn over their guns to the government."""
4901,"A bill in Congress ""will ban all semi-automatic weapons, including pistols and shotguns. So, yes, they are coming to take away our guns."""
4902,"""March For Our Lives is backed by radicals with a history of violent threats, language and actions."""
