,claim,truth_value
3862,"Colombia and Venezuela to appoint new ambassadors, reopening diplomatic relations, article with image",meter-true
3863,"No deal yet with U.S. on Griner swap for arms dealer Bout, Russia says, article with gallery",meter-true
3864,"Deadlock gives Iraq record run without government, hampering reforms, article with video",meter-true
3865,"U.S. says Beijing's South China Sea 'provocations' risk major incident, article with image",meter-true
3866,"Analysis: South Korea doubles down on risky 'Kill Chain' plans to counter North Korea nuclear threat, article with image",meter-true
3867,"Factbox: What became of the 'Arab Spring'?, article with gallery",meter-true
3868,"Clashes erupt on outskirts of Libya's Misrata, article with gallery",meter-true
3869,"Russia says it destroyed 4 HIMARS launchers, in claim denied by Ukraine, article with gallery",meter-true
3870,"Colombia President-elect Petro names Ivan Velasquez as defense minister, article with image",meter-true
3871,"Colombian illegal armed groups propose ceasefire with incoming government, article with image",meter-true
3872,"Russia prepares for next Ukraine offensive in face of new Western weapons, article with video",meter-true
3873,"Russia vows to ramp up operations as rockets pound Ukraine, article with video",meter-true
3874,"Poland to buy 116 used Abrams tanks from U.S., says minister, article with image",meter-true
3875,"Ukraine condemns Russia strike that killed 23 in 'ordinary, peaceful' city, article with video",meter-true
3876,"Colombia potential cocaine output fell to 972 tonnes in 2021 - White House, article with gallery",meter-true
3877,"Forty-five nations pledge to coordinate evidence of war crimes in Ukraine, article with video",meter-true
3878,"Libya's Tripoli government installs new oil company head despite opposition, article with gallery",meter-true
3879,"Russian foreign ministry attacks West for giving Ukrainian forces weapons training, article with image",meter-true
3880,"Libya's oil chief rejects sacking, says govt mandate expired, article with image",meter-true
3881,"U.S. calls for immediate halt to Russian deportations in Ukraine, article with image",meter-true
3882,"Hezbollah chief vows 'no one' will extract gas, oil from maritime zones if Lebanon unable to do so, article with image",meter-true
3883,"Turkey reports deal to restore Ukrainian grain exports, UN says more work needed, article with gallery",meter-true
3884,"Russian opposition politician kept in prison under 'fake information' investigation, article with gallery",meter-true
3885,"U.S. to renew but not expand humanitarian protection for Venezuelans in the country, article with gallery",meter-true
3886,"U.N. adds Ukraine, Ethiopia, Mozambique to children killing inquiry, article with image",meter-true
3887,"Russia and Turkey plan summit talks soon - Kremlin, article with gallery",meter-true
3888,"More Russian men look to avoid military service, some lawyers and rights groups say, article with video",meter-true
3889,"Russia rejoices over Boris Johnson's downfall: the 'stupid clown' has gone, article with video",meter-true
3890,"Congo, Rwanda agree at Angola summit to reduce tension, article with gallery",meter-true
3891,"Uzbek leader blames 'foreign forces' for outbreak of unrest, article with image",meter-true
3892,"Al Jazeera reporter likely killed by unintentional gunfire from Israeli positions, U.S. says, article with gallery",meter-true
3893,"Congo and Rwanda to meet for talks amid tensions over rebels, article with gallery",meter-true
3894,"Colombia extradites accused drug cartel leader's sister to U.S., article with gallery",meter-true
3895,"Russia abandons Black Sea outpost of Snake Island in victory for Ukraine, article with video",meter-true
3896,"Libya talks in Geneva end without breakthrough, article with image",meter-true
3897,"Pope implicitly accuses Russia of aggression, imperialism in Ukraine, article with image",meter-true
3898,"Woman made to cook and eat human flesh, Congo group tells U.N., article with image",meter-true
3899,"NATO backs military aid for 'heroic' Ukraine, Russia steps up attacks, article with video",meter-true
3900,"Colombia must advance talks with armed groups to secure peace -truth commission president, article with gallery",meter-true
3901,"NATO to monitor migration as risk of instability to members, article with image",meter-true
3902,"Colombia truth commission urges drug policy change to end violence, article with image",meter-true
3903,"Russia denies hitting Ukrainian shopping centre with missiles, article with gallery",meter-true
3904,"Ukraine is already using U.S.-supplied rocket systems in conflict, top general says, article with image",meter-true
3905,"Ukraine set to quit ruined Sievierodonetsk as Russians close in, article with video",meter-true
3906,"Analysis: Taliban's isolation makes Afghan earthquake response harder, article with video",meter-true
3907,"Attacks in Sudan's Darfur bring new surge in people fleeing their homes, article with image",meter-true
3908,"Tripoli factions on edge as Libya stalemate festers, article with video",meter-true
3909,"A Somali boy's mission to find food as climate change takes its toll, article with video",meter-true
3910,"Analysis: Colombia's first leftist leader Gustavo Petro targets inequality; investors on edge, article with image",meter-true
3911,"Omnia sees Africa increasing farm input support amid food security fears, article with gallery",meter-true
3912,"Colombia's new leftist president Petro promises to fight inequality, article with video",meter-true
3913,"Hometown looks to aspiring Colombia VP Marquez to deliver on inequality promises, article with gallery",meter-true
3914,"Yemeni journalist killed in car blast in Aden, article with gallery",meter-true
3915,"What next? Ukraine's allies divided over Russia endgame, article with gallery",meter-true
3916,"Global nuclear arsenal to grow for first time since Cold War, think-tank says, article with image",meter-true
3917,"Ukraine says it remains in control of Sievierodonetsk plant sheltering hundreds, article with video",meter-true
3918,"Colombia candidate Petro says 'human' campaign will carry him to victory, article with gallery",meter-true
3919,"Two Britons, one Moroccan sentenced to death by court of Russian proxy in Ukraine, article with video",meter-true
3920,"Russian army base sees scramble for war supplies, locals and soldiers say, article with gallery",meter-true
3921,"Police recover explosives following massacre in Nigerian Catholic church, article with video",meter-true
3922,"Syrian, Russian forces boosted after Turkey signals operation, officials say, article with gallery",meter-true
3923,"U.S. broadcaster Radio Liberty fined $325,000 in Russia for 'fake news' - Interfax, article with gallery",meter-true
3924,"Explainer: Israel-Lebanon sea boundary row obstructs energy development, article with image",meter-true
3925,"Hezbollah says 'ready' to act if Lebanon says Israel violating water rights, article with gallery",meter-true
3926,"Russia strikes Kyiv for first time in weeks as battle rages in east, article with video",meter-true
3927,"Russia strikes Kyiv for first time in weeks, battle rages in east, article with video",meter-true
3928,"High hopes Lavrov visit to Turkey unlocks Ukraine grain exports, Turkish source says, article with gallery",meter-true
3929,"Mystery surrounds how munitions imported for Indonesia's civilian spies were used in attacks on villages, article with gallery",meter-true
3930,"Ukraine's Zelenskiy eyes 'inflection point' in war as Russia tightens grip on key target, article with gallery",meter-true
