id,claim,truth_value,title,stated_on
582,"Ukrainian President Volodymyr Zelensky also said his country’s military has lost an estimated 2,500 to 3,000 troops since the Feb. 24 invasion. ",meter-true,Explosions reported near Kyiv and Lviv; Mariupol’s fate in balance,"April 16, 2022 at 9:50 AM GMT+5:30"
583,TikTok could also prove its commitment to free expression.,meter-true,Opinion | TikTok is failing Russia’s citizens,"April 16, 2022 at 12:19 AM GMT+5:30"
584,European nations are weighing climate benefits against the perils of putting nuclear power plants in harm’s way. ,meter-true,"War in Ukraine generates interest in nuclear energy, despite danger ","April 15, 2022 at 11:16 PM GMT+5:30"
585,"Ukraine's president noted the irony of Moscow refocusing attacks on his country's east, where many Russian speakers live. ",meter-true,"Russia threatens more attacks on Kyiv, Ukrainian forces make last stand in Mariupol","April 15, 2022 at 9:50 AM GMT+5:30"
586,"Soaring prices for imports of wheat, fuel and fertilizer threaten an economic and political toll.",meter-true,Tunisia among countries seeing major economic consequences from war in Ukraine,"April 15, 2022 at 3:30 AM GMT+5:30"
587,"The Kremlin’s invasion sparked a refugee crisis, forced nations to rethink neutrality and threatens the global economy.",meter-true,How 50 days of Russia’s war in Ukraine changed the world ,"April 14, 2022 at 2:40 PM GMT+5:30"
588,Russia warned it could deploy more nuclear weapons in the region if Finland and Sweden join NATO. ,meter-true,Russian warship sinks; Mariupol faces key battles ,"April 14, 2022 at 10:27 AM GMT+5:30"
589,"Russia stands accused of genocide, yet Israel still won’t do more to help Ukraine.",meter-true,Opinion | Israel can’t stay neutral in Ukraine’s battle between good and evil,"April 13, 2022 at 9:59 PM GMT+5:30"
590,"Meanwhile, President Biden announced a new batch of federal judicial nominees, bringing his total for his term to 90. He is getting judges confirmed at a faster clip than any president since John F. Kennedy.",meter-true,Post Politics Now: Raskin expects ‘crimes that have not yet been alleged’ in Jan. 6 report,"April 13, 2022 at 4:49 PM GMT+5:30"
591,Satellite images captured by U.S. firm Maxar Technologies show Russian forces repositioning in Ukraine’s east.,meter-true,Western leaders pledge more military support as Russian troops reposition in east ,"April 13, 2022 at 9:50 AM GMT+5:30"
592,The Russian leader made the remarks after a meeting with Belarusian President Alexander Lukashenko in Russia’s far-eastern Amur region.,meter-true,Putin says peace talks with Ukraine are at an ‘impasse’,"April 12, 2022 at 8:32 PM GMT+5:30"
593,Facebook’s third-party fact-checkers in Ukraine are trying to police a deluge of misinformation while also trying to survive.,meter-true,"In Ukraine, Facebook fact-checkers fight a war on two fronts","April 12, 2022 at 12:30 PM GMT+5:30"
594,Putin conferred with Belarusian President Alexander Lukashenko as the United States and its allies sought to verify unconfirmed reports of a Russian chemical attack in Mariupol.,meter-true,"Russia-Ukraine updates: As Putin insists war will continue, Biden describes invasion as ‘genocide’","April 12, 2022 at 10:56 AM GMT+5:30"
595,The musician’s cover was in support of Global Citizen’s #StandUpForUkraine fundraising effort.,meter-true,John Lennon’s son Julian sings ‘Imagine’ for first time in support of Ukraine,"April 11, 2022 at 2:10 PM GMT+5:30"
596,"The regional governor of Kharkiv said the town of Izyum “remains the hottest spot” of the war, as Russia moves more equipment and troops into place, in preparation for what Zelensky described as “even larger operations in the east of our state.” ",meter-true,Russian convoy heads toward eastern Ukraine as new Mariupol death toll emerges,"April 11, 2022 at 10:31 AM GMT+5:30"
597,"Post reporters Joyce Koh, Max Bearak and Louisa Loveluck — who have all been reporting on the ground in Bucha, Ukraine — will answer your questions on Tuesday at 1 p.m. Eastern time. ",meter-true,Reporters answer your questions from Ukraine: ‘Never seen anything like it’,"April 11, 2022 at 8:13 AM GMT+5:30"
598,There were small shiny black boots. Cozy slippers. The 210 pairs represented the reported number of children who died in Russia's war for Mariupol.,meter-true,Hundreds of tiny shoes: Protest spotlights child death toll in Ukraine’s Mariupol,"April 10, 2022 at 7:56 PM GMT+5:30"
599,"Russia’s invasion of Ukraine, after a shift away from efforts to take Kyiv, is proceeding primarily on two fronts, Ukrainian officials said Sunday.",meter-true,Exodus swells to more than 4.5 million as battle lines shift,"April 10, 2022 at 10:35 AM GMT+5:30"
600,British Prime Minister Boris Johnson and other European leaders visit Kyiv in show of support. ,meter-true,U.K. bolsters Ukrainians; Syria vet put in command of Russians,"April 09, 2022 at 9:50 AM GMT+5:30"
601,"""If I remain silent, I’m not a priest,"" the Rev. Ioann Burdin said.",meter-true,Russian priest speaks out against war in Ukraine despite threats,"April 08, 2022 at 8:50 PM GMT+5:30"
602,Could Chinese President Xi Jinping take a page from Theodore Roosevelt’s playbook to end the war in Ukraine?,meter-true,Opinion | How Xi and Biden can broker peace in Ukraine,"April 08, 2022 at 5:30 PM GMT+5:30"
603,"When war feels close to home, images function differently.",meter-true,Perspective | Why did it take Ukraine to remind us of war photography’s relevance?,"April 08, 2022 at 3:30 PM GMT+5:30"
604,"Civilians have always played a role in documenting conflicts and humanitarian crises, but the advent of social media brought unprecedented speed and reach. In the past decade, military and media analysts say, “civilian witnessing” has evolved into a powerful force because of its ability to break through public apathy, fact-check official propaganda and create a digital trove of evidence for potential war crimes investigations. ",meter-true,"In Ukraine, civilians shape narrative of the war","April 08, 2022 at 2:30 PM GMT+5:30"
605,Ukrainian officials said Russian missiles struck the Kramatorsk train station in eastern Ukraine while hundreds of evacuees were waiting to escape an expected onslaught in the region. ,meter-true,At least 50 killed in airstrike on Kramatorsk train station,"April 08, 2022 at 9:50 AM GMT+5:30"
606,"For all its defects, the U.N. offers potential advantages to the cause of peace and security — in Ukraine and elsewhere.",meter-true,Opinion | Russia’s war reveals what’s wrong — and right — with the U.N.,"April 07, 2022 at 11:46 PM GMT+5:30"
607,Israel is running out of excuses for inaction.,meter-true,"Opinion | As Russian atrocities mount in Ukraine, Israel must take sides","April 07, 2022 at 11:15 PM GMT+5:30"
608,"Moscow’s Foreign Ministry spokesman said this week that Chanel had joined the “Russophobic campaign” to “cancel Russia.""",meter-true,"Russian influencers cut up Chanel handbags, claiming ‘Russophobia’","April 07, 2022 at 7:07 PM GMT+5:30"
609,Global outrage has grown since the brutal slaying of civilians in the Kyiv suburb of Bucha was revealed after Russian forces withdrew. ,meter-true,Russia suspended from U.N. Human Rights Council; E.U. approves coal phaseout,"April 07, 2022 at 9:50 AM GMT+5:30"
610,New sanctions that will include two of the country’s largest banks as well as Russian President Vladimir Putin’s adult children.,meter-true,Ukrainian officials begin urging evacuations amid reports of new attacks in east  ,"April 06, 2022 at 10:39 AM GMT+5:30"
611,The legal process for holding the Russian president and his army accountable has begun.,meter-true,Opinion | Has Putin’s brutality finally hit a wall in Ukraine?,"April 06, 2022 at 4:40 AM GMT+5:30"
612,China's close ties with Russia have become a sticking point for the West as it works to isolate Moscow over the war.,meter-true,China and Ukraine’s top diplomats speak for first time in weeks,"April 06, 2022 at 12:49 AM GMT+5:30"
613,"International outrage over alleged war crimes in a Kyiv suburb is deepening Moscow’s isolation, as the European Commission proposes a ban on Russian coal and the United States plans a new package of sanctions.
",meter-true,U.S. plans new sanctions as Zelensky calls for tribunal,"April 05, 2022 at 9:50 AM GMT+5:30"
614,"“This guy is brutal, and what’s happening in Bucha is outrageous, and everyone’s seen it,” the U.S. President said. “I think it is a war crime.”",meter-true,Biden calls for Putin ‘war-crimes trial’ as world leaders issue fresh rebukes,"April 04, 2022 at 10:32 AM GMT+5:30"
615,"Outrage grew Sunday over horrific images out of Bucha, a suburb of Kyiv, with world leaders calling for new sanctions and investigations into alleged war crimes.",meter-true,"World leaders condemn atrocities alleged in Bucha, Ukraine","April 03, 2022 at 10:11 AM GMT+5:30"
616,"Ukrainian President Volodymyr Zelensky said that Russia’s pullback in the north was “slow but noticeable,” as the Pentagon announced more security aid. ",meter-true,"As Russia pulls back from Kyiv, grim scenes emerge","April 02, 2022 at 9:55 AM GMT+5:30"
617,The International Committee of the Red Cross said it would attempt to reach Mariupol again after conditions Friday “made it impossible to proceed” with a major humanitarian mission. ,meter-true,Thousands trapped in Mariupol after evacuation effort stalls,"April 01, 2022 at 9:49 AM GMT+5:30"
618,Rallying people to accept the temporary economic burdens required to confront Russia is the main challenge for Biden and European leaders.,meter-true,Opinion | How long will the West stay aligned against Putin? ,"April 01, 2022 at 2:53 AM GMT+5:30"
619,"Russian President Vladimir Putin demanded that “unfriendly countries” pay for natural gas in rubles, an apparent bid to help stabilize the Russian currency.",meter-true,European leaders reject Putin’s demand to buy gas in rubles,"March 31, 2022 at 10:17 AM GMT+5:30"
620,The devastated city's mayor says Russian forces 'are destroying everything that lives.',meter-true,Voices from the siege of Mariupol,"March 30, 2022 at 8:35 PM GMT+5:30"
621,"More than 4 million people have now fled Ukraine, according to the United Nations.",meter-true,"Russian troop movement could mean further attacks in other parts of Ukraine, Pentagon says","March 30, 2022 at 9:59 AM GMT+5:30"
622,The European Commission's recommendation comes amid a global crackdown on oligarchs and others seen as supporting Russia’s invasion of Ukraine.,meter-true,"E.U. wants ‘golden passports’ ended, Russian oligarchs’ citizenship revoked","March 29, 2022 at 3:52 PM GMT+5:30"
623,Members of the Ukrainian delegation proposed countries “guarantee” Ukraine’s security in exchange for Kyiv’s “neutrality.”,meter-true,Biden skeptical of Russia’s pledge to ‘drastically reduce’ assault,"March 29, 2022 at 9:50 AM GMT+5:30"
624,"Post reporters Isabelle Khurshudyan, Shane Harris and Whitney Leaming will answer your questions about the war in Ukraine on Wednesday at 1 p.m. Eastern time.",meter-true,"‘Did the West misjudge Russia?’ Your questions about the war in Ukraine, answered. ","March 29, 2022 at 3:32 AM GMT+5:30"
625,The scramble raises fears the war in Ukraine is spilling into the Black Sea.,meter-true,"Turkey, Romania work to defuse mines possibly floating from Ukraine’s shores","March 28, 2022 at 7:22 PM GMT+5:30"
626,Ukrainian officials say they are hoping at most for a cease-fire agreement as they enter a new round of in-person negotiations with Russia set to begin Tuesday in Istanbul.,meter-true,Ukraine hopes for cease-fire as Istanbul hosts new talks,"March 28, 2022 at 10:36 AM GMT+5:30"
627,"""At the concert ... we felt unity,"" Ukrainian violinist Olha Pyshchyta said.",meter-true,‘Concert between explosions’ provides respite in Kharkiv subway shelter,"March 27, 2022 at 7:41 PM GMT+5:30"
628,Ukrainian President Volodymyr Zelensky said in a new interview that he is open to a compromise involving Ukrainian “neutrality” and guarantees for his country’s security.,meter-true,Zelensky open to Ukrainian ‘neutrality’ and negotiations over Donbas,"March 27, 2022 at 10:34 AM GMT+5:30"
