,Unnamed: 0,claim,truth_value,simple_sentence
3416,80,"Zelensky, condoling with the Turkish people, “expressed the hope that the supply of aid to Ukraine will not stop”",meter-false,"Zelensky, condoling with the Turkish people, “expressed the hope that the supply of aid to Ukraine will not stop”"
3417,81,US 'unlikely to hand over Abrams tanks to Ukraine' - Financial Times,meter-false,US 'unlikely to hand over Abrams tanks to Ukraine' - Financial Times
3418,83,Ukrainians in Poland and Great Britain started to issue subpoenas,meter-false,Ukrainians in Poland started to issue subpoenas. Ukrainians in Great Britain started to issue subpoenas. 
3419,84,Ukraine imposed sanctions against the Zaporozhye NPP,meter-false,Ukraine imposed sanctions against the Zaporozhye NPP
3420,85,"EU military ""departed for Ukraine long before 2022""",meter-false,"EU military ""departed for Ukraine long before 2022"""
3421,86,"The West ""threatens"" Georgia - because of Ukraine, the country fell into the ""EU mousetrap""",meter-false,The West `` threatens '' Georgia - of the country fell into the `` EU mousetrap ''. The West `` threatens '' Georgia - Ukraine the country fell into the `` EU mousetrap ''. 
3422,87,Biden 'refuses to send his troops to Ukraine because of Putin's anger' - Bloomberg,meter-false,Biden ` refuses to send his troops to Ukraine   of Putin 's anger ' - Bloomberg. 
3423,88,Ukrainian soldiers who came to study asked for political asylum in Germany,meter-false,Ukrainian soldiers. Came to study asked for political asylum in Germany. 
3424,89,"The Ukrainian army suffers ""colossal losses"", 234 instructors from the US and the UK also died...",meter-false,The Ukrainian army suffers `` colossal losses ''  234 instructors from the US also died ... The Ukrainian army suffers `` colossal losses ''  234 instructors from the UK also died ... 
3425,90,"In Ukraine, there is a “punishment” for speaking Russian “even in the kitchen” – Lavrov",meter-false,"In Ukraine, there is a “punishment” for speaking Russian “even in the kitchen” – Lavrov"
3426,91,Ukraine exports chernozem abroad “together with the remains of Red Army soldiers”,meter-false,Ukraine exports chernozem abroad “together with the remains of Red Army soldiers”
3427,92,Call for volunteers to join “Nazi groups” announced in Kyiv,meter-false,Call for volunteers to join “Nazi groups” announced in Kyiv
3428,93,Helicopter in Brovary was shot down by Ukrainian Igla MANPADS – document,meter-false,Helicopter in Brovary was shot down by Ukrainian Igla MANPADS – document
3429,94,"President Zelensky called for a ""preemptive nuclear strike"" on Russia",meter-false,"President Zelensky called for a ""preemptive nuclear strike"" on Russia"
3430,95,Residential building in Kramatorsk hit by Ukrainian air defense system,meter-false,Residential building in Kramatorsk hit by Ukrainian air defense system
3431,96,Ukraine “acknowledged involvement” in attacks on Iranian military facilities,meter-false,Ukraine “acknowledged involvement” in attacks on Iranian military facilities
3432,97,Returned Ukrainian POWs Are Waiting for Prison or Frontline,meter-false,Returned Ukrainian POWs Are Waiting for Prison Frontline. 
3433,98,Ukrainian servicemen are given “vouchers” instead of salaries,meter-false,Ukrainian servicemen are given “vouchers” instead of salaries
3434,99,'anti-war videos' are shown in the center of Berlin – video,meter-false,'anti-war videos' are shown in the center of Berlin – video
3435,100,"In Ukraine, “electricity for schools and kindergartens was given to elite resorts”",meter-false,In Ukraine  `` electricity for schools kindergartens was given to elite resorts ''. 
3436,101,US 'colonized Ukraine for titanium reserves' - Newsweek,meter-false,US 'colonized Ukraine for titanium reserves' - Newsweek
3437,102,Ukraine Conducts Mass Mobilization of Transcarpathian Hungarians,meter-false,Ukraine Conducts Mass Mobilization of Transcarpathian Hungarians
3438,103,Ukraine and the West “began preparations for terrorist attacks in Crimea”,meter-false,Ukraine `` began preparations for terrorist attacks in Crimea ''. The West `` began preparations for terrorist attacks in Crimea ''. 
3439,104,Ukraine and Western instructors train spotters in children's military camps,meter-false,Ukraine instructors train spotters in children 's military camps. Western instructors train spotters in children 's military camps. 
3440,105,"In Ukraine, the chemical element ""Moscovium"" was renamed to ""Ukrainium""",meter-false,"In Ukraine, the chemical element ""Moscovium"" was renamed to ""Ukrainium"""
3441,106,"Ukrposhta issued stamps in honor of the SS division ""Galicia"" in the days of memory of the victims of the Holocaust",meter-false,"Ukrposhta issued stamps in honor of the SS division ""Galicia"" in the days of memory of the victims of the Holocaust"
3442,107,"""Promotion for the military and their families""",meter-false,`` Promotion for the military. `` Promotion for their families. `` Promotion for ''. 
3443,108,The UN is “dissatisfied with the supply of Western tanks to Kyiv”,meter-false,The UN is “dissatisfied with the supply of Western tanks to Kyiv”
3444,109,"UNESCO ""caved under Ukraine"", included Odessa in the World Heritage List",meter-false,"UNESCO ""caved under Ukraine"", included Odessa in the World Heritage List"
3445,110,"The Germans went on a ""mass demonstration against the supply of tanks to Kyiv""",meter-false,"The Germans went on a ""mass demonstration against the supply of tanks to Kyiv"""
3446,111,Western tanks will not help the Armed Forces of Ukraine and will be destroyed by Russia - Danish Defense Academy,meter-false,Western tanks will not help the Armed Forces of Ukraine. Western tanks will be destroyed by Russia - Danish Defense Academy. 
3447,112,Estonia “replenishes the army with high school students” and teaches children to “die for Ukraine”,meter-false,Estonia ``. Estonia replenishes the army with high school students. Estonia ''. Estonia teaches children to `` die for Ukraine ''. 
3448,113,"Bill Gates called the government of Ukraine ""one of the worst in the world""",meter-false,"Bill Gates called the government of Ukraine ""one of the worst in the world"""
3449,114,Rallies against arms supplies to Ukraine held in Paris – video,meter-false,Rallies against arms supplies to Ukraine held in Paris – video
3450,115,The West and Ukraine are Bringing a Nuclear Catastrophe to the World,meter-false,The West are Bringing a Nuclear Catastrophe to the World. Ukraine are Bringing a Nuclear Catastrophe to the World. 
3451,116,"EU countries will ""extrad"" Ukrainian men subject to mobilization",meter-false,"EU countries will ""extrad"" Ukrainian men subject to mobilization"
3452,117,A sign hangs in the Berlin Zoo asking “not to feed the leopards with Zelensky’s empty talk”...,meter-false,A sign hangs in the Berlin Zoo asking “not to feed the leopards with Zelensky’s empty talk”...
3453,118,Abrams and Leopard 2 tanks 'threaten the health of Ukrainians',meter-false,Abrams 2 tanks ` threaten the health of Ukrainians '. Leopard 2 tanks ` threaten the health of Ukrainians '. 
3454,119,Poland will send Leopard tanks with crews to Ukraine,meter-false,Poland will send Leopard tanks with crews to Ukraine
3455,120,"NATO reconnaissance aircraft ""gathers information to capture western Ukraine""",meter-false,"NATO reconnaissance aircraft ""gathers information to capture western Ukraine"""
3456,121,Ukraine Uses Nuclear Power Plants as Weapons Depots,meter-false,Ukraine Uses Nuclear Power Plants as Weapons Depots
3457,122,Switzerland “refused” to transfer “illegally frozen” Russian assets to Ukraine,meter-false,Switzerland “refused” to transfer “illegally frozen” Russian assets to Ukraine
3458,123,Posters appeared at the Stuttgart airport calling on the authorities “not to transfer tanks to Ukraine”...,meter-false,Posters appeared at the Stuttgart airport calling on the authorities “not to transfer tanks to Ukraine”...
3459,124,Zelensky “recognized the impossibility of turning the tide with the supply of Western tanks”,meter-false,Zelensky “recognized the impossibility of turning the tide with the supply of Western tanks”
3460,125,"The West sends to Ukraine not only military equipment, but also manpower, -...",meter-false,The West sends to Ukraine not only military equipment  also  - ... The West sends to Ukraine not only military equipment  manpower  - ... 
3461,126,"In Ukraine, “it will be forbidden to call a hare a hare” – video",meter-false,"In Ukraine, “it will be forbidden to call a hare a hare” – video"
3462,127,Ukrainians call Russian schoolchildren and ask them to leave the gas in their apartment on “for verification”,meter-false,Ukrainians call Russian schoolchildren. Ukrainians ask them to leave the gas in their apartment on `` for verification ''. 
3463,128,Summons are already being handed to teenagers in Ukraine – photo,meter-false,Summons are already being handed to teenagers in Ukraine – photo
3464,129,Ukrainian authorities are draining the Dnieper to transfer the Armed Forces to the left bank,meter-false,Ukrainian authorities are draining the Dnieper to transfer the Armed Forces to the left bank
3465,130,"Denmark ""regretted sending its Caesar howitzers to Ukraine""",meter-false,"Denmark ""regretted sending its Caesar howitzers to Ukraine"""
3466,131,SBU detained a man for “baking bread in the occupation”,meter-false,SBU detained a man for “baking bread in the occupation”
3467,132,Zelensky called air defense the weakest point in the defense of Ukraine,meter-false,Zelensky called air defense the weakest point in the defense of Ukraine
3468,133,West and WHO are “preparing Moldova for war” with Russia,meter-false,West. WHO are `` preparing Moldova for war '' with Russia. 
3469,134,"Polish TV used a map of Poland, including the territory of neighboring regions of Ukraine",meter-false,"Polish TV used a map of Poland, including the territory of neighboring regions of Ukraine"
3470,135,Ukraine Uses Prohibited Mines Made in Italy – Photo,meter-false,Ukraine Uses Prohibited Mines Made in Italy – Photo
3471,136,"In Soledar, foreign humanitarian organizations were engaged in “killing and looting civilians”",meter-false,In Soledar  foreign humanitarian organizations were engaged in `` killing ''. In Soledar  foreign humanitarian organizations were engaged in `` looting civilians ''. 
3472,137,A “monument to Zelensky” was erected in Milan – a nose with a path of white powder,meter-false,A “monument to Zelensky” was erected in Milan – a nose with a path of white powder
3473,138,"Ukrainian Armed Forces posted advertising boards with the inscription “Mom, I don’t want to be a Muscovite!”",meter-false,"Ukrainian Armed Forces posted advertising boards with the inscription “Mom, I don’t want to be a Muscovite!”"
3474,139,New flashmob – pregnant Ukrainian women write “Meet me on the battlefield” on their stomachs,meter-false,New flashmob – pregnant Ukrainian women write “Meet me on the battlefield” on their stomachs
3475,140,Residential building in Dnipro “became a victim of the Armed Forces of Ukraine”,meter-false,Residential building in Dnipro “became a victim of the Armed Forces of Ukraine”
3476,141,"Germany said that ""Kyiv will never receive decommissioned fighters""",meter-false,"Germany said that ""Kyiv will never receive decommissioned fighters"""
3477,142,The head of the Ministry of Finance of Ukraine complained about the lack of financial assistance from the West,meter-false,The head of the Ministry of Finance of Ukraine complained about the lack of financial assistance from the West
3478,143,US is 'running out of ammo' to send to Ukraine - CSIS,meter-false,US is 'running out of ammo' to send to Ukraine - CSIS
3479,144,Ambassador of Ukraine Prystaiko said that “the Armed Forces of Ukraine are losing soldiers right and left for the sake of interests...,meter-false,Ambassador of Ukraine Prystaiko said that `` the Armed Forces of Ukraine are losing soldiers right ... Ambassador of Ukraine Prystaiko left for the sake of interests ... 
3480,145,"Guys from the front line were brought to Kyiv, “the third negative blood is urgently needed”",meter-false,"Guys from the front line were brought to Kyiv, “the third negative blood is urgently needed”"
3481,146,"A temple was on fire in Volhynia, where ""the rector refused to move from the MP to the UOC-KP""...",meter-false,"A temple was on fire in Volhynia, where ""the rector refused to move from the MP to the UOC-KP""..."
